Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Pista joc,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
224880,Club Handbol Sant Andreu - PBM Taronja Pegaso,HANDBOL PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,5,HANDBOL,PREBENJAMÍ,MIXT,Dissabte,12:00 h,,HANDBOL PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,gerard.esparza@handbolsantandreu.org
224878,Club Handbol Sant Andreu - BM Negre Pegaso,HANDBOL BENJAMÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,1,HANDBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,,"HANDBOL BENJAMÍ MIXT COPA CEEB 25-26, HANDBOL BENJAMÍ MIXT GRUP 02 1a FASE CEEB",gerard.esparza@handbolsantandreu.org
224877,Club Handbol Sant Andreu - BM Taronja Pegaso,HANDBOL BENJAMÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,1,HANDBOL,BENJAMÍ,MIXT,Dissabte,10:00 h,,"HANDBOL BENJAMÍ MIXT COPA CEEB 25-26, HANDBOL BENJAMÍ MIXT GRUP 03 1a FASE CEEB",gerard.esparza@handbolsantandreu.org
224876,Club Handbol Sant Andreu - PAM Negre Pegaso,HANDBOL PREALEVÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,1,HANDBOL,PREALEVÍ,MIXT,Dissabte,11:00 h,,HANDBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,gerard.esparza@handbolsantandreu.org
224874,Club Handbol Sant Andreu - PAM Taronja Pegaso,HANDBOL PREALEVÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,1,HANDBOL,PREALEVÍ,MIXT,Dissabte,13:00 h,,HANDBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,gerard.esparza@handbolsantandreu.org
224873,Club Handbol Sant Andreu - AM Pegaso,HANDBOL ALEVÍ MIXT 2ª FASE CEEB,,Club Handbol Sant Andreu,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,Institut Princep de Viana - Escola Pegaso,1,HANDBOL,ALEVÍ,MIXT,Dissabte,12:00 h,,"HANDBOL ALEVÍ MIXT COPA CEEB 25-26, HANDBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB",gerard.esparza@handbolsantandreu.org
224837,"AE Les Corts-UBAE ""D""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-16,,1,Nivell E,Escola Duran i Bas,4,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:30 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 08 1a FASE CEEB,aleixbabot2007@gmail.com
224786,"CEBN (Club Volei Badalona) ""Vermell""",VOLEIBOL CADET MIXT 2ª FASE CEEB,,CEBN (Club Volei Badalona),Genèrica,Tramitada,,2025-12-19,2025-12-16,,0,Nivell B,Poliesportiu La Colina,Indiferent,VOLEIBOL,CADET,MIXT,Dissabte,12:30 h,,,clubvoleibadalona@gmail.com
224785,"Col·legi SAFA Horta ""A""",HANDBOL PREBENJAMÍ MIXT 2ª FASE CEEB,,Col·legi SAFA Horta,Genèrica,Facturada,,,2025-12-16,,1,Nivell A,Col·legi SAFA Horta,Casa,HANDBOL,PREBENJAMÍ,MIXT,Dissabte,10:30 h,,HANDBOL BENJAMÍ MIXT GRUP 01 1a FASE CEEB,mariogesenovales@gmail.com
224780,"Centre Eines ""A""",FUTBOL 5 LLIGA JOVE FEMENÍ 2ª FASE CEEB,,Centre Eines,Genèrica,Tramitada,,2025-12-16,2025-12-16,,1,Nivell B,Escolapis Sarrià,,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,,FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 01 1a FASE CEEB,jboteydurich@gmail.com
224770,"Racing Vallbona CF ""Negre""",FUTBOL 7 PREBENJAMÍ MIXT 2ª FASE CEEB,,Racing Vallbona CF,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,Camp Municipal de Futbol Vallbona,Indiferent,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:30 h,,FUTBOL 7 PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,FBRACINGBALLBONACF@HOTMAIL.COM
224769,"Club Futbol Sala Montsant ""A""",FUTBOL 5 MENUDETS|MENUDETES MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,Escola El Turó,Fora,FUTBOL 5,MENUDETS,MIXT,Dissabte,18:00 h,,,Coordinacionfsmontsant@gmail.com
224768,"Club Futbol Sala Montsant ""A""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,CEM Turó de la Peira,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,10:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 13 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224767,"Club Futbol Sala Montsant ""B""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,CEM Turó de la Peira,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,10:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224766,"Club Futbol Sala Montsant ""A""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,CEM Turó de la Peira,Casa,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 04 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224765,"Club Futbol Sala Montsant ""B""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell E,CEM Turó de la Peira,Fora,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 03 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224764,"Club Futbol Sala Montsant ""A""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,CEM Turó de la Peira,Casa,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,11:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 13 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224763,"Club Futbol Sala Montsant ""B""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,CEM Turó de la Peira,Casa,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,12:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 12 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224762,"Club Futbol Sala Montsant ""C""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,CEM Turó de la Peira,Fora,FUTBOL 5,PREALEVÍ,MIXT,Dissabte,12:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 10 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224761,"Club Futbol Sala Montsant ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell C,CEM Turó de la Peira,Fora,FUTBOL 5,MENUTS,MIXT,Dissabte,09:00 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 01 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224760,"Club Futbol Sala Montsant ""B""",FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell E,CEM Turó de la Peira,Fora,FUTBOL 5,INFANTIL,MIXT,Dissabte,19:00 h,,FUTBOL 5 INFANTIL MIXT GRUP 05 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224759,"Club Futbol Sala Montsant ""A""",FUTBOL 5 CADET MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,CEM Turó de la Peira,Fora,FUTBOL 5,CADET,MIXT,Dissabte,20:00 h,,FUTBOL 5 CADET MIXT GRUP 03 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224758,"Club Futbol Sala Montsant ""A""",FUTBOL 5 ALEVÍ FEMENÍ 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,Escola El Turó,Casa,FUTBOL 5,ALEVÍ,FEMENÍ,Divendres,19:00 h,,FUTBOL 5 ALEVÍ FEMENÍ GRUP 02 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224757,"Club Futbol Sala Montsant ""A""",FUTBOL 5 INFANTIL FEMENÍ 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell B,CEM Turó de la Peira,Casa,FUTBOL 5,INFANTIL,FEMENÍ,Divendres,18:00 h,,FUTBOL 5 INFANTIL FEMENÍ GRUP 01 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224756,"Club Futbol Sala Montsant ""B""",FUTBOL 5 INFANTIL FEMENÍ 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,CEM Turó de la Peira,Fora,FUTBOL 5,INFANTIL,FEMENÍ,Divendres,19:00 h,,FUTBOL 5 INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224755,"Club Futbol Sala Montsant ""A""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell A,CEM Turó de la Peira,Casa,FUTBOL 5,ALEVÍ,MIXT,Dissabte,13:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 03 1a FASE CEEB,coordinacionfsmontsant@gmail.com
224754,"Club Futbol Sala Montsant ""B""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell E,CEM Turó de la Peira,Fora,FUTBOL 5,ALEVÍ,MIXT,Dissabte,13:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 09 1a FASE CEEB,coordinacionfsmontsant@gmail.com
224753,Club Futbol Sala Montsant- Tiana,FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-16,,1,Nivell D,Poliesportiu Municipal de Tiana,Fora,FUTBOL 5,INFANTIL,MIXT,Divendres,19:30 h,,FUTBOL 5 INFANTIL MIXT GRUP 08 1a FASE CEEB,coordinacionfsmontsant@gmail.com
224746,"CEBLL (CP Torrelles) ""A""",HOQUEI PATINS BENJAMÍ MIXT 2ª FASE CEEB,,CEBLL (CP Torrelles),Genèrica,Facturada,,,2025-12-16,,1,Nivell A,Pavelló Poliesportiu Can Roig,,HOQUEI PATINS,BENJAMÍ,MIXT,Dissabte,15:00 h,,HOQUEI PATINS PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,clubpatitorrelles@gmail.com
224731,"Col·legi Canigó ""A""",BÀSQUET CADET FEMENÍ COPA CEEB 25-26,,Col·legi Canigó,Genèrica,Facturada,,,2025-12-15,,0,Nivell A,Col·legi Canigó,Casa,BÀSQUET,CADET,FEMENÍ,Dissabte,09:00 h,,"BÀSQUET CADET FEMENÍ COPA CEEB 25-26, BÀSQUET CADET-JUVENIL FEMENÍ GRUP 02 1a FASE CEEB",canigosports@fomento.edu
224712,"Institut Barri Besòs (AAEJ) ""A""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Institut Barri Besòs (AAEJ),Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Institut Barri Besós,Fora,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 05 1a FASE CEEB,INFO.AAEJ@GMAIL.COM
224708,Club Esportiu Sagrerenc,HOQUEI PATINS PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Sagrerenc,Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Pista Poliesportiva Municipal La Sagrera,,HOQUEI PATINS,PREBENJAMÍ,MIXT,Dissabte,09:00 h,,HOQUEI PATINS PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,polriveras@pockethockey.cat
224707,Club Esportiu Sagrerenc,HOQUEI PATINS ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Sagrerenc,Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Pista Poliesportiva Municipal La Sagrera,,HOQUEI PATINS,ALEVÍ,MIXT,Dissabte,10:00 h,,HOQUEI PATINS ALEVÍ MIXT GRUP 01 1a FASE CEEB,polriveras@pockethockey.cat
224687,Bravas,VOLEIBOL LLIGA ABSOLUTA MIXT 2ª FASE CEEB,,Escola Josep Mº Jujol (Valors IPP),Genèrica,Tramitada,,2025-12-15,2025-12-15,,0,Nivell C,Institut Menendez y Pelayo,8,VOLEIBOL,SÈNIOR,MIXT,Divendres,20:30 h,,VOLEIBOL LLIGA ABSOLUTA MIXT GRUP 01 1a FASE CEEB,claudia.saju@gmail.com
224671,"Institut de l'Esport de Barcelona ""3er-4art""",BÀSQUET JUVENIL MIXT 2ª FASE CEEB,,Institut de l'Esport de Barcelona,Genèrica,Preinscrita,,,2025-12-15,,1,Nivell B,CEM La Mar Bella,,BÀSQUET,JUVENIL,MIXT,Dimarts,10:00 h,,BÀSQUET SENSE BARRERES JUVENIL MIXT GRUP 03 1a FASE CEEB,mjane@ieb.cat
224670,"Institut de l'Esport de Barcelona ""2on""",BÀSQUET JUVENIL MIXT 2ª FASE CEEB,,Institut de l'Esport de Barcelona,Genèrica,Preinscrita,,,2025-12-15,,1,Nivell C,CEM La Mar Bella,,BÀSQUET,JUVENIL,MIXT,Dimarts,10:00 h,,BÀSQUET SENSE BARRERES JUVENIL MIXT GRUP 03 1a FASE CEEB,mjane@ieb.cat
224669,"Institut de l'Esport de Barcelona ""1er""",BÀSQUET JUVENIL MIXT 2ª FASE CEEB,,Institut de l'Esport de Barcelona,Genèrica,Preinscrita,,,2025-12-15,,1,Nivell A,CEM La Mar Bella,,BÀSQUET,JUVENIL,MIXT,Dimarts,10:00 h,,BÀSQUET SENSE BARRERES JUVENIL MIXT GRUP 03 1a FASE CEEB,mjane@ieb.cat
224641,SDJ Poble Sec (FEEB),VOLEIBOL CADET MIXT 2ª FASE CEEB,,SDJ Poble Sec (FEEB),Genèrica,Facturada,,,2025-12-15,,0,Nivell D,Pavelló La Bàscula,,VOLEIBOL,CADET,MIXT,Dissabte,12:30 h,,,xiel725@gmail.com
224620,"CEBLL (AEE INS Maria Aurèlia Capmany) ""A""",FUTBOL 5 INFANTIL FEMENÍ 2ª FASE CEEB,,CEBLL (AEE INS Maria Aurèlia Capmany),Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Pavelló Poliesportiu Riera,Indiferent,FUTBOL 5,INFANTIL,FEMENÍ,Dissabte,11:00 h,,,20yasminaamou@institutcapmany.cat
224619,"CE La Farga XXI ""A""",BÀSQUET LLIGA JOVE MIXT 2ª FASE CEEB,,CE La Farga XXI,Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Col·legi La Farga,Casa,BÀSQUET,SÈNIOR,MIXT,Dijous,18:00 h,,BÀSQUET LLIGA JOVE MIXT GRUP 02 1a FASE CEEB,gpliegofaus@gmail.com
224618,"CE La Farga XXI ""B""",BÀSQUET CADET MIXT 2ª FASE CEEB,,CE La Farga XXI,Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Col·legi La Farga,Fora,BÀSQUET,CADET,MIXT,Dissabte,09:00 h,,BÀSQUET CADET MIXT GRUP 03 1a FASE CEEB,gpliego1@la-farga.org
224617,"CE La Farga XXI ""A""",BÀSQUET CADET MIXT 2ª FASE CEEB,,CE La Farga XXI,Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Col·legi La Farga,Fora,BÀSQUET,CADET,MIXT,Dissabte,11:00 h,,"BÀSQUET CADET MIXT COPA CEEB 25-26, BÀSQUET CADET MIXT GRUP 02 1a FASE CEEB",gpliego1@la-farga.org
224615,CE La Farga XXI,BÀSQUET INFANTIL MIXT 2ª FASE CEEB,,CE La Farga XXI,Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Col·legi La Farga,Casa,BÀSQUET,INFANTIL,MIXT,Dissabte,09:00 h,,BÀSQUET INFANTIL MIXT GRUP 02 1a FASE CEEB,gpliegofaus@gmail.com
224614,"Futsal Rosario Central ""A""",FUTBOL 5 LLIGA JOVE MIXT 2ª FASE CEEB,,Futsal Rosario Central,Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Escola Els Horts,8,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 02 1a FASE CEEB,fsrosariocentral@gmail.com
224613,"CE La Farga XXI ""A""",BÀSQUET PREALEVÍ MIXT 2ª FASE CEEB,,CE La Farga XXI,Genèrica,Facturada,,,2025-12-15,,1,Nivell A,Col·legi La Farga,Casa,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,BÀSQUET PREALEVÍ MIXT GRUP 01 1a FASE CEEB,gpliego1@la-farga.org
224612,"Futsal Rosario Central ""A""",FUTBOL 5 LLIGA JOVE FEMENÍ 2ª FASE CEEB,,Futsal Rosario Central,Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Escola Els Horts,8,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,,FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 01 1a FASE CEEB,fsrosariocentral@gmail.com
224611,"Futsal Rosario Central ""B""",FUTBOL 5 LLIGA JOVE MIXT 2ª FASE CEEB,,Futsal Rosario Central,Genèrica,Facturada,,,2025-12-15,,1,Nivell B,Escola Els Horts,4,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 03 1a FASE CEEB,fsrosariocentral@gmail.com
224609,"Futsal Rosario Central ""A""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Futsal Rosario Central,Genèrica,Facturada,,,2025-12-15,,1,Nivell D,Escola Els Horts,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:30 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 14 1a FASE CEEB,fsrosariocentral@gmail.com
224608,"Futsal Rosario Central ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Futsal Rosario Central,Genèrica,Facturada,,,2025-12-15,,1,Nivell D,Escola Els Horts,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,17:30 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 02 1a FASE CEEB,fsrosariocentral@gmail.com
224597,"Volei els Arcs ""A""",VOLEIBOL CADET MIXT COPA CEEB 25-26,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Cj Kindergarten,6,VOLEIBOL,CADET,MIXT,Divendres,19:30 h,,"VOLEIBOL CADET MIXT COPA CEEB 25-26, VOLEIBOL CADET MIXT GRUP 01 1a FASE CEEB",helenasansoramon@gmail.com
224596,Volei els Arcs,VOLEIBOL BENJAMÍ MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell B,Escola de Secundària Els Arcs,2,VOLEIBOL,BENJAMÍ,MIXT,Divendres,19:30 h,,VOLEIBOL BENJAMÍ MIXT GRUP 03 1a FASE CEEB,helenasansoramon@gmail.com
224595,Volei els Arcs,VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Escola de Secundària Els Arcs,6,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,,VOLEIBOL ALEVÍ MIXT GRUP 05 1a FASE CEEB,helenasansoramon@gmail.com
224594,Volei els Arcs B,VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell C,Escola de Secundària Els Arcs,2,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,,VOLEIBOL ALEVÍ MIXT GRUP 06 1a FASE CEEB,helenasansoramon@gmail.com
224593,Volei els Arcs,VOLEIBOL PREBENJAMÍ MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell C,Escola de Secundària Els Arcs,2,VOLEIBOL,PREBENJAMÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,helenasansoramon@gmail.com
224592,"Volei els Arcs ""A""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell C,Escola de Secundària Els Arcs,6,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREALEVÍ MIXT GRUP 02 1a FASE CEEB,helenasansoramon@gmail.com
224591,Volei els Arcs,VOLEIBOL INFANTIL FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Cj Kindergarten,6,VOLEIBOL,INFANTIL,FEMENI,Divendres,18:00 h,,VOLEIBOL INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,helenasansoramon@gmail.com
224590,"Volei els Arcs ""B""",VOLEIBOL INFANTIL FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell B,Cj Kindergarten,2,VOLEIBOL,INFANTIL,FEMENI,Divendres,19:30 h,,VOLEIBOL INFANTIL FEMENÍ GRUP 05 1a FASE CEEB,helenasansoramon@gmail.com
224589,"Volei els Arcs ""A""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Cj Kindergarten,2,VOLEIBOL,CADET,FEMENI,Divendres,18:00 h,,VOLEIBOL CADET FEMENÍ GRUP 01 1a FASE CEEB,helenasansoramon@gmail.com
224588,"Volei els Arcs ""B""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell B,Cj Kindergarten,2,VOLEIBOL,CADET,FEMENI,Divendres,21:00 h,,VOLEIBOL CADET FEMENÍ GRUP 07 1a FASE CEEB,helenasansoramon@gmail.com
224587,"Volei els Arcs ""A""",VOLEIBOL CADET MIXT 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Cj Kindergarten,6,VOLEIBOL,CADET,MIXT,Divendres,19:30 h,,"VOLEIBOL CADET MIXT COPA CEEB 25-26, VOLEIBOL CADET MIXT GRUP 01 1a FASE CEEB",helenasansoramon@gmail.com
224586,"Volei els Arcs ""A""",VOLEIBOL JÚNIOR FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Facturada,,,2025-12-15,,0,Nivell A,Cj Kindergarten,6,VOLEIBOL,JÚNIOR,FEMENI,Divendres,21:00 h,,VOLEIBOL JUNIOR FEMENÍ GRUP 01 1a FASE CEEB,helenasansoramon@gmail.com
224585,"Volei els Arcs ""A""",VOLEIBOL JUVENIL FEMENÍ 2ª FASE CEEB,,Volei els Arcs,Genèrica,Tramitada,,2025-12-17,2025-12-15,,0,Nivell A,Cj Kindergarten,6,VOLEIBOL,JUVENIL,FEMENI,Dissabte,10:00 h,,VOLEIBOL JUVENIL FEMENÍ GRUP 01 1a FASE CEEB,helenasansoramon@gmail.com
224584,"Club Futbol Sala Montsant ""A""",FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,Club Futbol Sala Montsant,Genèrica,Facturada,,,2025-12-15,,1,Nivell D,CEM Turó de la Peira,Fora,FUTBOL 5,INFANTIL,MIXT,Dissabte,09:00 h,,FUTBOL 5 INFANTIL MIXT GRUP 04 1a FASE CEEB,Coordinacionfsmontsant@gmail.com
224583,L'Univers,VOLEIBOL LLIGA ABSOLUTA MIXT 2ª FASE CEEB,,L'Univers,Genèrica,Tramitada,,2025-12-15,2025-12-15,,0,Nivell E,Escola Univers,,VOLEIBOL,SÈNIOR,MIXT,Dijous,20:00 h,,VOLEIBOL LLIGA ABSOLUTA MIXT GRUP 01 1a FASE CEEB,lilianmartinezl@gmail.com
224582,PB Cinc Copes,FUTBOL 7 ALEVÍ FEMENÍ 2ª FASE CEEB,,PB Cinc Copes,Genèrica,Facturada,,,2025-12-15,,1,Nivell E,Camp de Futbol Municipal de La Barceloneta,,FUTBOL 7,ALEVÍ,FEMENÍ,Dissabte,09:00 h,,,COORDINACIOPBCC@GMAIL.COM
224581,"Penya Barcelonista Collblanc Sants ""C""",FUTBOL 7 ALEVÍ MIXT 2ª FASE CEEB,,Penya Barcelonista Collblanc Sants,Genèrica,Facturada,,,2025-12-15,,1,Nivell C,Highlands School Barcelona,,FUTBOL 7,ALEVÍ,MIXT,Dissabte,09:15 h,,,administracio@pbcollblanc.com
224580,"Club Esportiu Les Corts Barcelona ""A""",FUTBOL 7 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Club Esportiu Les Corts Barcelona,Genèrica,Facturada,,,2025-12-15,,1,Nivell A,Instal·lacions Esportives Aristides Maillol,Casa,FUTBOL 7,MENUTS,MIXT,Dissabte,11:30 h,,,joanaguilar55@gmail.com
224579,"Club Esportiu Les Corts Barcelona ""A""",FUTBOL 7 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Les Corts Barcelona,Genèrica,Facturada,,,2025-12-15,,1,Nivell A,Instal·lacions Esportives Aristides Maillol,,FUTBOL 7,PREBENJAMÍ,MIXT,Dissabte,11:30 h,,,joanaguilar55@gmail.com
224578,"Club Esportiu Les Corts Barcelona ""A""",FUTBOL 7 ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Les Corts Barcelona,Genèrica,Facturada,,,2025-12-15,,1,Nivell A,Instal·lacions Esportives Aristides Maillol,1,FUTBOL 7,ALEVÍ,MIXT,Dissabte,08:45 h,,,JOANAGUILAR55@gmail.com
